model,prompt_id,location_id,layer,kv,local_group,severity,magnitude_class,layer_band,manifest_z,reconstructed_z,z_reconstruction_abs_error,encoding,bit,clean_word,fault_word,raw_scale,encoded_clean_scale,fault_scale,fault_scale_valid,scale_amplification,clean_group_equal_raw,clean_reference_source,local_write_changed,cache_readback_pass,fault_logits_finite,fault_vs_clean_top1_same,fault_vs_clean_kl,fault_vs_clean_maxlogit,fault_vs_clean_meanlogit,fault_vs_raw_top1_same,fault_vs_raw_kl,fault_vs_raw_maxlogit,fault_vs_bf16_top1_same,fault_vs_bf16_kl,fault_vs_bf16_maxlogit
LLAMA31_8B,0,10,21,V,57,MEDIUM,LOW_Z,LATE,-3.521952650277618,-3.521952703195356,5.291773774729336e-08,BINARY32_Z,16,2544243948,2544309484,0.08705357142857142,0.08705357153760598,0.08706830445840194,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0044092461466789246,0.84375
LLAMA31_8B,0,11,21,V,87,LOW,HIGH_Z,LATE,-2.597901593614093,-2.5979015564286545,3.718543828412635e-08,BINARY32_Z,0,2792292038,2792292039,0.16517857142857142,0.16517857125504898,0.16517857168156885,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0044092461466789246,0.84375
LLAMA31_8B,1,0,0,K,4,HIGH,LOW_Z,EARLY,-1.2527660411063244,-1.2527660703799668,2.9273642399019195e-08,BINARY32_Z,31,3153374096,1005890448,0.41964285714285715,0.41964285724902345,0.0016392299090126111,True,256.000000330518,True,FULL_RAW_INT4,True,True,True,True,0.00011918344534933567,0.1416015625,0.0219100508838892,True,0.00011918344534933567,0.1416015625,True,0.023547153919935226,1.408203125
LLAMA31_8B,1,1,1,K,129,MEDIUM,HIGH_Z,EARLY,-0.2074421224228855,-0.2074420798704764,4.255240912409697e-08,BINARY32_Z,16,3433976118,3434041654,0.8660714285714286,0.866071428802118,0.8662180024755333,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,2,1,V,343,LOW,LOW_Z,EARLY,-4.549967043394725,-4.5499670793649525,3.597022768531133e-08,BINARY32_Z,0,2268288440,2268288441,0.042689732142857144,0.04268973217178722,0.042689732282019555,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,3,2,V,316,HIGH,HIGH_Z,EARLY,-3.4064755183401823,-3.40647548577542,3.256476244217765e-08,BINARY32_Z,31,2575242127,427758479,0.09430803571428571,0.09430803570857307,0.000368390764010989,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.0008685376960784197,0.171875,0.031043220311403275,True,0.0008685376960784197,0.171875,True,0.023127608001232147,1.298828125
LLAMA31_8B,1,4,11,K,28,MEDIUM,LOW_Z,MIDDLE,-1.4064755183401825,-1.4064754857754198,3.256476266422226e-08,BINARY32_Z,16,3112113039,3112047503,0.37723214285714285,0.37723214295605223,0.37716831110221705,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,5,12,K,97,LOW,HIGH_Z,MIDDLE,-0.06588794851497316,-0.06588793565645709,1.2858516071356796e-08,BINARY32_Z,0,3471974269,3471974268,0.9553571428571429,0.955357142514791,0.9553571400478922,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,6,11,V,80,HIGH,LOW_Z,MIDDLE,-3.9004643723111267,-3.9004643264490855,4.5862041275768206e-08,BINARY32_Z,31,2442638007,295154359,0.06696428571428571,0.06696428565390675,0.0002615792404978516,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.00020216862321831286,0.125,0.019740425050258636,True,0.00020216862321831286,0.125,True,0.023900875821709633,1.361328125
LLAMA31_8B,1,7,11,V,17,MEDIUM,HIGH_Z,MIDDLE,-3.0794344285549373,-3.079434467494405,3.893946765032297e-08,BINARY32_Z,16,2663031532,2663097068,0.11830357142857142,0.11830357146645495,0.1183235931280308,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,8,21,K,222,LOW,LOW_Z,LATE,-1.3979639373600958,-1.3979639859199025,4.855980662021864e-08,BINARY32_Z,0,3114397827,3114397826,0.3794642857142857,0.37946428547629535,0.37946428449645236,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,9,22,K,11,HIGH,HIGH_Z,LATE,-0.0325678247616036,-0.03256786245643074,3.769482714160999e-08,BINARY32_Z,31,3480918558,1333434910,0.9776785714285714,0.9776785709739065,0.0038190569129360912,True,256.00000033051805,True,FULL_RAW_INT4,True,True,True,True,0.00023034820333123207,0.125,0.01554293092340231,True,0.00023034820333123207,0.125,True,0.022567665204405785,1.330078125
LLAMA31_8B,1,10,21,V,71,MEDIUM,LOW_Z,LATE,-3.4944720186925404,-3.494471966773249,5.191929153269825e-08,BINARY32_Z,16,2551620752,2551686288,0.08872767857142858,0.0887276786800474,0.08874269492624286,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,1,11,23,V,183,LOW,HIGH_Z,LATE,-2.5594274629243303,-2.5594274086140185,5.4310311803362765e-08,BINARY32_Z,0,2802619864,2802619865,0.16964285714285715,0.1696428572229052,0.16964285766095266,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.023751648142933846,1.345703125
LLAMA31_8B,2,0,0,K,59,HIGH,LOW_Z,EARLY,-1.2223924070045604,-1.222392421336448,1.433188767663296e-08,BINARY32_Z,31,3161527460,1014043812,0.42857142857142855,0.42857142831523354,0.0016741071396949607,True,256.0000003305187,True,FULL_RAW_INT4,True,True,True,True,7.339958392549306e-05,0.15625,0.021419361233711243,True,7.339958392549306e-05,0.15625,True,0.00025645969435572624,0.875
LLAMA31_8B,2,1,1,K,117,MEDIUM,HIGH_Z,EARLY,-0.21489789904715284,-0.2148978847895236,1.425762924389673e-08,BINARY32_Z,16,3431974716,3431909180,0.8616071428571429,0.8616071439606094,0.8614613504954884,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,2,1,V,4,LOW,LOW_Z,EARLY,-4.578536213216907,-4.578536231561723,1.83448163326716e-08,BINARY32_Z,0,2260619466,2260619467,0.04185267857142857,0.04185267853448282,0.04185267864255374,True,1.0000000025821743,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,3,2,V,77,HIGH,HIGH_Z,EARLY,-3.4675049531448616,-3.4675049191729794,3.397188219622649e-08,BINARY32_Z,31,2558859663,411376015,0.09040178571428571,0.09040178565738001,0.00035313197476821647,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.00028695561923086643,0.15625,0.020759472623467445,True,0.00028695561923086643,0.15625,True,7.144196570152417e-05,0.96875
LLAMA31_8B,2,4,11,K,80,MEDIUM,LOW_Z,MIDDLE,-1.3810901833538924,-1.381090167355506,1.5998386393434316e-08,BINARY32_Z,16,3118927358,3118861822,0.38392857142857145,0.38392857100959205,0.38386360604601344,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,5,13,K,351,LOW,HIGH_Z,MIDDLE,-0.07264528891288136,-0.07264530183176594,1.2918884587098667e-08,BINARY32_Z,0,3470160352,3470160353,0.9508928571428571,0.9508928559923371,0.9508928584477083,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,6,12,V,70,HIGH,LOW_Z,MIDDLE,-3.8825423731559816,-3.8825424184518234,4.529584174406409e-08,BINARY32_Z,31,2447448883,299965235,0.06780133928571429,0.06780133930432455,0.0002648489813155746,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,7.504581299144775e-05,0.15625,0.023573782294988632,True,7.504581299144775e-05,0.15625,True,0.00025296740932390094,0.90625
LLAMA31_8B,2,7,12,V,161,MEDIUM,HIGH_Z,MIDDLE,-3.12787478228305,-3.127874822552158,4.026910804810768e-08,BINARY32_Z,16,2650028423,2650093959,0.11439732142857142,0.11439732140485584,0.11441668197382228,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,8,21,K,4,LOW,LOW_Z,LATE,-1.3895023910797624,-1.3895024071717064,1.609194399954106e-08,BINARY32_Z,0,3116669215,3116669214,0.38169642857142855,0.38169642857920566,0.3816964275935989,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,9,22,K,271,HIGH,HIGH_Z,LATE,-0.012939092892936647,-0.012939055707498098,3.718543854953904e-08,BINARY32_Z,31,3486187626,1338703978,0.9910714285714286,0.9910714289060154,0.0038713727641658427,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,7.491056021535769e-05,0.125,0.021752849221229553,True,7.491056021535769e-05,0.125,True,0.00025169787113554776,1.0
LLAMA31_8B,2,10,21,V,12,MEDIUM,LOW_Z,LATE,-3.5499670433947252,-3.5499670793649525,3.597022724122212e-08,BINARY32_Z,16,2536723896,2536658360,0.08537946428571429,0.08537946435735348,0.08536501720699488,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,2,11,21,V,78,LOW,HIGH_Z,LATE,-2.6474835660364007,-2.6474835852792147,1.924281400889072e-08,BINARY32_Z,0,2778982464,2778982465,0.15959821428571427,0.1595982143326838,0.15959821474479424,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.0005641122697852552,0.96875
LLAMA31_8B,3,0,0,K,489,HIGH,LOW_Z,EARLY,-1.1926450779423958,-1.1926450779423958,0.0,BINARY32_Z,31,3169512702,1022029054,0.4375,0.4375000000921638,0.0017089843731535668,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.002289898693561554,0.234375,0.0403066985309124,True,0.002289898693561554,0.234375,True,0.015465525910258293,1.1875
LLAMA31_8B,3,1,1,K,249,MEDIUM,HIGH_Z,EARLY,-0.14201900487242788,-0.14201900487242788,0.0,BINARY32_Z,16,3451537991,3451603527,0.90625,0.9062500003211081,0.9064033738041283,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,2,1,V,509,LOW,LOW_Z,EARLY,-4.494472018692541,-4.494471966773249,5.191929197678746e-08,BINARY32_Z,0,2283185296,2283185297,0.04436383928571429,0.044363839332864,0.04436383944741917,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,3,2,V,112,HIGH,HIGH_Z,EARLY,-3.4586267171813296,-3.4586267678265266,5.0645196925103164e-08,BINARY32_Z,31,2561242874,413759226,0.09095982142857142,0.09095982146419142,0.0003553118021357592,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.0029741087928414345,0.3125,0.05114249512553215,True,0.0029741087928414345,0.3125,True,0.01458301953971386,1.140625
LLAMA31_8B,3,4,11,K,50,MEDIUM,LOW_Z,MIDDLE,-1.37272674213861,-1.3727266944208794,4.771773065570528e-08,BINARY32_Z,16,3121172411,3121106875,0.3861607142857143,0.38616071419292697,0.38609537152601614,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,5,11,K,193,LOW,HIGH_Z,MIDDLE,0.006426244699677955,0.0064262691594330875,2.4459755132780203e-08,BINARY32_Z,0,3491385966,3491385967,1.0044642857142858,1.0044642865461129,1.004464289139815,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,6,11,V,106,HIGH,LOW_Z,MIDDLE,-3.8589877350352335,-3.8589876904729263,4.4562307177642424e-08,BINARY32_Z,31,2453771807,306288159,0.06891741071428571,0.0689174107074878,0.00026920863522855243,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.0008485011057928205,0.1875,0.031618859618902206,True,0.0008485011057928205,0.1875,True,0.011701462790369987,1.21875
LLAMA31_8B,3,7,11,V,256,MEDIUM,HIGH_Z,MIDDLE,-3.1069152436048166,-3.106915203916512,3.968830464273765e-08,BINARY32_Z,16,2655654728,2655720264,0.11607142857142858,0.11607142861188417,0.11609107250626102,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,8,21,K,10,LOW,LOW_Z,LATE,-1.3644113945798828,-1.3644114262088758,3.162899298025934e-08,BINARY32_Z,0,3123404524,3123404525,0.38839285714285715,0.3883928572363416,0.3883928582392397,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,9,21,K,427,HIGH,HIGH_Z,LATE,0.050626049348222874,0.05062607306996814,2.3721745269489336e-08,BINARY32_Z,31,3503250760,1355767112,1.0357142857142858,1.0357142851944852,0.0040457589213175275,True,256.0000003305185,True,FULL_RAW_INT4,True,True,True,True,0.020511623471975327,1.5029296875,0.18671470880508423,True,0.020511623471975327,1.5029296875,True,0.03532162681221962,1.71875
LLAMA31_8B,3,10,21,V,60,MEDIUM,LOW_Z,LATE,-3.5035741912964657,-3.503574173880501,1.7415964670419726e-08,BINARY32_Z,16,2549177396,2549111860,0.08816964285714286,0.08816964276356219,0.08815472348413526,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,3,11,21,V,119,LOW,HIGH_Z,LATE,-2.5881863461916366,-2.5881864015954426,5.540380598745287e-08,BINARY32_Z,0,2794899930,2794899931,0.16629464285714285,0.1662946426750808,0.16629464310448258,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.012506360188126564,1.28125
LLAMA31_8B,4,0,0,K,260,HIGH,LOW_Z,EARLY,-1.1926450779423958,-1.1926450779423958,0.0,BINARY32_Z,31,3169512702,1022029054,0.4375,0.4375000000921638,0.0017089843731535668,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.00038959505036473274,0.15625,0.020658200606703758,True,0.00038959505036473274,0.15625,True,0.006625507026910782,0.640625
LLAMA31_8B,4,1,1,K,104,MEDIUM,HIGH_Z,EARLY,-0.17073028768620452,-0.17073030151395535,1.3827750833250718e-08,BINARY32_Z,16,3443830861,3443896397,0.8883928571428571,0.888392857468019,0.8885432088134445,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,2,0,V,650,LOW,LOW_Z,EARLY,-4.512734155639083,-4.512734173165978,1.7526894602326593e-08,BINARY32_Z,0,2278283072,2278283073,0.04380580357142857,0.04380580358398947,0.0438058036971037,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,3,2,V,89,HIGH,HIGH_Z,EARLY,-3.449802900660725,-3.4498029174395204,1.6778795242089473e-08,BINARY32_Z,31,2563611508,416127860,0.09151785714285714,0.0915178571073851,0.00035749162886417014,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.00042649125680327415,0.125,0.018449295312166214,True,0.00042649125680327415,0.125,True,0.006794714834541082,0.609375
LLAMA31_8B,4,4,11,K,44,MEDIUM,LOW_Z,MIDDLE,-1.4410327244888939,-1.4410327078117882,1.667710569641656e-08,BINARY32_Z,16,3102836655,3102771119,0.36830357142857145,0.3683035711953876,0.36824125015471676,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,5,11,K,531,LOW,HIGH_Z,MIDDLE,-0.07264528891288136,-0.07264530183176594,1.2918884587098667e-08,BINARY32_Z,0,3470160352,3470160353,0.9508928571428571,0.9508928559923371,0.9508928584477083,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,6,11,V,149,HIGH,LOW_Z,MIDDLE,-3.830074998557688,-3.830074998557688,0.0,BINARY32_Z,31,2461532999,314049351,0.0703125,0.07031250005903437,0.00027465820300099535,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,0.0004273554077371955,0.09375,0.015207799151539803,True,0.0004273554077371955,0.09375,True,0.006556820590049028,0.59375
LLAMA31_8B,4,7,11,V,22,MEDIUM,HIGH_Z,MIDDLE,-3.0794344285549373,-3.079434467494405,3.893946765032297e-08,BINARY32_Z,16,2663031532,2663097068,0.11830357142857142,0.11830357146645495,0.1183235931280308,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,8,21,K,470,LOW,LOW_Z,LATE,-1.4064755183401825,-1.4064754857754198,3.256476266422226e-08,BINARY32_Z,0,3112113039,3112113038,0.37723214285714285,0.37723214295605223,0.377232141981973,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,9,21,K,443,HIGH,HIGH_Z,LATE,-0.059162110864271034,-0.05916207246814377,3.839612726375119e-08,BINARY32_Z,31,3473779729,1326296081,0.9598214285714286,0.9598214278519261,0.0037493024477059096,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,0.0005937679670751095,0.21875,0.043071966618299484,True,0.0005937679670751095,0.21875,True,0.006565602961927652,0.67578125
LLAMA31_8B,4,10,21,V,58,MEDIUM,LOW_Z,LATE,-3.5035741912964657,-3.503574173880501,1.7415964670419726e-08,BINARY32_Z,16,2549177396,2549111860,0.08816964285714286,0.08816964276356219,0.08815472348413526,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,4,11,21,V,194,LOW,HIGH_Z,LATE,-2.5594274629243303,-2.5594274086140185,5.4310311803362765e-08,BINARY32_Z,0,2802619864,2802619865,0.16964285714285715,0.1696428572229052,0.16964285766095266,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,0.007613266818225384,0.609375
LLAMA31_8B,5,0,0,K,26,HIGH,LOW_Z,EARLY,-1.2074421224228855,-1.2074420798704764,4.2552409151852544e-08,BINARY32_Z,31,3165540662,1018057014,0.4330357142857143,0.43303571433117316,0.001691545756922212,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,2.9966202419018373e-05,0.125,0.016468428075313568,True,2.9966202419018373e-05,0.125,True,0.00011108937906101346,1.40625
LLAMA31_8B,5,1,1,K,173,MEDIUM,HIGH_Z,EARLY,-0.15630327194915986,-0.15630323087867545,4.1070484402272456e-08,BINARY32_Z,16,3447703598,3447638062,0.8973214285714286,0.897321428242227,0.8971695915249159,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,2,1,V,371,LOW,LOW_Z,EARLY,-4.521952650277618,-4.521952703195356,5.291773774729336e-08,BINARY32_Z,0,2275808492,2275808493,0.04352678571428571,0.04352678576177838,0.043526785874172136,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,3,2,V,97,HIGH,HIGH_Z,EARLY,-3.449802900660725,-3.4498029174395204,1.6778795242089473e-08,BINARY32_Z,31,2563611508,416127860,0.09151785714285714,0.0915178571073851,0.00035749162886417014,True,256.00000033051833,True,FULL_RAW_INT4,True,True,True,True,2.9967624868731946e-05,0.125,0.015688316896557808,True,2.9967624868731946e-05,0.125,True,0.00011237790749873966,1.40625
LLAMA31_8B,5,4,11,K,188,MEDIUM,LOW_Z,MIDDLE,-1.415037499278844,-1.415037499278844,0.0,BINARY32_Z,16,3109814691,3109880227,0.375,0.3750000000969053,0.3750634649864248,True,1.0001692397053414,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,5,11,K,455,LOW,HIGH_Z,MIDDLE,0.0,0.0,0.0,BINARY32_Z,0,3489660927,3489660926,1.0,0.9999999995158423,0.9999999969336678,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,6,11,V,4,HIGH,LOW_Z,MIDDLE,-3.8825423731559816,-3.8825424184518234,4.529584174406409e-08,BINARY32_Z,31,2447448883,299965235,0.06780133928571429,0.06780133930432455,0.0002648489813155746,True,256.0000003305184,True,FULL_RAW_INT4,True,True,True,True,3.1337149266619235e-05,0.125,0.015713036060333252,True,3.1337149266619235e-05,0.125,True,0.00011197097774129361,1.40625
LLAMA31_8B,5,7,11,V,403,MEDIUM,HIGH_Z,MIDDLE,-3.0794344285549373,-3.079434467494405,3.893946765032297e-08,BINARY32_Z,16,2663031532,2663097068,0.11830357142857142,0.11830357146645495,0.1183235931280308,True,1.0001692397053417,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
LLAMA31_8B,5,8,21,K,296,LOW,LOW_Z,LATE,-1.3810901833538924,-1.381090167355506,1.5998386393434316e-08,BINARY32_Z,0,3118927358,3118927359,0.38392857142857145,0.38392857100959205,0.3839285720009626,True,1.0000000025821745,True,FULL_RAW_INT4,False,True,True,True,0.0,0.0,0.0,True,0.0,0.0,True,8.16171959741041e-05,1.40625
